full_text;annotate;
Masyarakat mengapresiasi gerak cepat Presiden Jokowi dlm upaya memperbaiki jalan rusak di berbagai daerah. Pemerintah daerah jgn terlena krn pekerjaannya diambil alih Presiden. Tapi Hrs segera berbenah !\n\n#WongKitoUntukGanjar\nArsenal Enzy Molen Inara Bobby China PDIP Wonosobo https://t.co/PSFMm9KUiv;1;
Mumpung pak Gubernur belum berakhir masa baktinya,  bangunlah jalan rakyat yg rusak seperti di bawah ini.  Jika tdk ada dana di daerahnya,  minta  ke pusat. Apa guna keliling daerah lain, daerahnya sendiri berantakan.;1;
Ridwan Bae Perjuangkan Jalan Rusak di Sultra  https://t.co/K5rpzqKReB;1;
@DoankWarto Ini manusia rusak logikanya , kemarin ngomong tol hanya untuk orang kaya. Nyatanya yang miskin enggan pakai jalan nasional..pada pengen naik tol. Untung mulutnya mungil kalau gede, produksi kata2 jahatnya apa nggak berlimpah2.;1;
Gubernur Jawa Tengah\n#GanjarPranowo langsung sigap\n Respons Netizen Sambat Jalan Rusak, Pemda Demak Cek ke Lokasi 👋👍\n\nhttps://t.co/wJPhJKpzcN;1;
"Jalan.. TOL... Di Bangun.. \n\nJalan Umum Perekonomian.. \n\nUntuk Rakyat &amp; Masyarakat.. \nYg Rusak.. Terlantar Di Biarkan.. \n\nBATAL Kan Saja.. IKN. \n\nTitik... No Debat.";0;
Kucurkan Duit Rp 134,4 Miliar untuk Perbaiki 31,5 Kilometer Jalan Rusak https://t.co/BJn3ns6xmv;1;
@IMCMushroom Era saat ini banyak bangun jalan ber bayar yg mereka banggakan, sementara jalan nasional dan jalan propinsi rusak parah, beda dg era pak @SBYudhoyono;0;
"@CNNIndonesia Jalan Lampung sudah rusak dari zaman sebelum pak @jokowi. Saat pak @Pak_JK ini jadi wapresnya pak @SBYudhoyono. Kenapa gak dari masa itu jalan - jalan dibangun &amp; diperbaiki pak?";0;
@AcehSelatanSatu Itu hutang ribuan trilyun yg harus dibayar rakyat katanya untuk infrastructure, kok banyak jalan rusak berat diseluruh Indonesia, duit nya kemana ??? 😲;0;
@Miduk17 Jalan desa dibangun, Jokowi itu memang hoaks. \nMatamu... lihat jalan rusak nih. https://t.co/ymUcnBl3gR;0;
@geloraco Mantab Pak Anies. Jangan kaya petugas partai. Rakyat jawa tengah kebanjiran, miskin, nggak ada lapangan kerja, jalan rusak ditinggalkan cuman nyapres keliling Indonesia;0;
@Miduk17 Biasa aj....buktinya jalan gratis pada rusak di seluruh indonesia..jgnkan di luar jawa...di jawa aj banyak yg rusak...situ kemana aj...lari2an unfaedah...;0;
@KakekHalal Klo bokep, banjir, wadas sama jalan rusak inget siapa om?;0;
@geloraco JALAN TOLL PADA DIJUAL .... JALAN PROVINSI PADA RUSAK ....\n\nLALU KELEBIHANYA DIMANA ???;0;
@KompasTV Mantab Pak Anies. Jangan kaya petugas partai. Rakyat jawa tengah kebanjiran, miskin, nggak ada lapangan kerja, jalan rusak ditinggalkan cuman nyapres keliling Indonesia;0;
@OposisiCerdas Yang banyak rusak jalan raya daerah atau jalan nasional? \nPak. JK sudah menurunkan kelasnya sendiri, mungkin karena faktor umur.;0;
Ini adalah fakta.,..ribuan KM jalan rakyat rusak,tapi yg diburu adalah jalan berbayar...negara berbisnis dengan rakyatnya,.pebisnis merangkap pengambil kebijakan,sekaligus pembuat aturan,.;0;
Anies Baswedan mengatakan, pembangunan jalan nasional tak berbayar di era kepemimpinan Susilo Bambang Yudhoyono dua kali lebih panjang dari era Jokowi https://t.co/bppnyXuktg;1;
@OposisiCerdas @venasantika Kenapa jalan rusak di Jateng tidak dikunjungi Presiden? Malah yang jauh didatangi. Gajah di pelupuk mata tidak nampak, semut di seberang laut jelas kelihatan;0;
@tvOneNews Makin mahal barang, makin rusak jalan, banyak besar hutang, makin banyak proyek mangkrak, mk kepuasan makin tinggi !!!;0;
@yusuf_dumdum Mantab Pak Anies. Jangan kaya petugas partai. Rakyat jawa tengah kebanjiran, miskin, nggak ada lapangan kerja, jalan rusak ditinggalkan cuman nyapres keliling Indonesia;0;
"Pembangunan jalan dijakarta mundur 2x dr jaman Sutiyoso 🤣\n\n*Ancoor jln2 yg sdh mulus, bikin mati warga ud 2 org yg sy tau, gara2 kebijakkan bolong2in jalan yg sdh bgs. Blm lg mobil&amp;motor yg rusak akibat jalanan yg dibuat ancur.\n\n*Pilih pemimpin liat rekam jejaknya bkn pidatonya";0;
Pak Anies Membandingkan Pembangunan Jalan di Era SBY dan  di Era Jokowi\n\nNetizen : pemikiran yang cerdas dan berpihak langsung ke masyarakat,memilih skala prioritas mana yang perlu didahulukan.... semoga terwujud kedepannya..Mantap Anies Baswedan 🥰 https://t.co/s0Ht6rSRCw;1;
Jujur ga ngerti, sepanjang jalan bekasi-cibitung tu waktu menjelang mudik pada dibenerin jalannya, masa sekarang udah rusak lagi?;0;
@tvOneNews Mantab Pak Anies. Jangan kaya petugas partai. Rakyat jawa tengah kebanjiran, miskin, nggak ada lapangan kerja, jalan rusak ditinggalkan cuman nyapres keliling Indonesia;0;
@liputan6dotcom Keberhasilan pimpin jakarta yang rumah DP nol gagal, tugu gak jelas, Monas di gundulin, bangun stadiun tapi standar tarkam, Oke Oce yang tidak berhasil, formula E yang merugikan, jalan rusak akibat bangun sumur resapan yang gak jelas.;0;
Malem malem ke Kalimalang Cibitung demi berfoto langsung di tempat jatuhnya meteor.\n\nDengarkan dengan seksama suara shock menjerit renyah pada vidionya https://t.co/mSGLYTK2V1;1;
@Fadlipenyair @Tan_Mar3M @KejaksaanRI Maen lu kurang jauh bang...apa² dikaitin Istana....Istana lagi sibuk benerin jalan rusak paham ga?;1;
@AviandaVera @PartaiSocmed Misal 5km aman dilewati (ada rumah pejabat), sehabis itu rusak, bisa dilewati tapi kropos. Kalo jalan provinsi rusak parah, emang gak dilalui mereka makanya dibiarin 🙄 kalo mau mereka lalui dibenerin dulu pake kualitas seadanya. (Pangkas anggaran).\nCmiiw;1;
@sosmedkeras Jadi pejabat di sini enak. Gak ada yg protes masalah banjir dan jalan rusak.;1;
Ganjar mengecek langsung jalan rusak untuk segera diperbaiki.\n\n|| Inara Man City KAGET BANGET China Tidur Arsenal Bisma Bobby Mahabharata Liverpool Molen Baekhyun 20 Mei Casemiro Kitty Samoyed || https://t.co/wnXRnmAGp0;1;
@ganjarpranowo @PDI_Perjuangan Pak jateng nya jgan di tinggal pakk...\nTolong ini mash banyak jalan yg rusak pak;1;
@arnoldy1230 @kompascom Nah betul juga, sering sy amati jalan2 yg dibangun pada masa itu ga berumur panjang cepat rusak, akibatnya pada masa p. Jokowi angggaran banyak habis hanya untuk pemeliharaan, preservasi dan perbaikan jalan yg rusak.;0;
Presiden dan Menteri PU kerja apa??\n\nAda 250 KM jalan NASIONAL di SUMUT RUSAK!\n\nPara buzzeRp ribut salahkan Gub\n\nPadahal itu KEWAJIBAN NEGARA via APBN\n\nWajar Gub Sumut minta jangan saling menyalahkan, yg penting JOKOWI mau cek, anak buahnya si menteri asyik foto2 saja selama ini! https://t.co/qrImpO9LGb;0;
Kritik JK dan Anies: Tiada Penjaga Keadilan hingga Jalan Rusak\nhttps://t.co/m9tQdz8gJ4;1;
250 KM jalan NASIONAL di SUMUT RUSAK!!\n\nLBP kmn ??;0;
@Miduk17 belajar dlu masing2 tanggung jawab di jalan nasional.provinsi dan kota\nJalan nasional tanggung jawab jokowi lah... https://t.co/RRP4seNsZ4;1;
@rmol_id Jalan tol juga bukan dibiayai APBN. Entah dipakai apa utang sebesar itu. Jalan nasional tak berbayar pun ga jelas krn banyak yang rusak dan rusak parah.\nJln tol ditugaskan pada BUMN² Karya utk membangun dgn sumber utang besar BUMN² itu sendiri yg tidak sehat secara keuangan.;1;
@ch_chotimah2 jalan rusak, kemiskinan, rakyat banyak yg stress, banjir, dan kehancuran tatanan sosial itu ga bisa diselesaikan dengan lari keliling kampung, kecuali emang mau menghindar dari tanggungjawab.;0;
Singgung Keadilan untuk Rakyat Soal Jalan Rusak di Sejumlah Daerah, Jusuf Kalla Tegas: Presiden Selanjutnya Harus Mengubahnya! https://t.co/lxKVcxkxvc;1;
@Dyananjani89 @Miduk17 Cuma bs ngakuin kesalahan ya peng. Gak perlu berbuat apa2. Diam aja sampai semuanya reda dan menghilang. Banjir Demak, Bamyumas dan Semarang reda, kasus Wadas menghilang, warga jatibarang pun bosen ngeluh jalan rusak. 10 years of failure Mr Governor.;0;
@idtodayco Astafirlahh bisa rusak indonesia sprti jalan yg dibuat siluman sumur resapan 😂;1;
@txtdrbekasi Emang bner2 jalur tengkorak,dah laa pokonya klu lewat jln xmlang harus ngapalin titik2 jalan rusak klu2 blon pernah lewat mending pelan aj bawa kndraannya;1;
@ganjarpranowo @PDI_Perjuangan Kata nya d jawa tengah banyak jalan rusak pak.., ga ada pembangunan., benarkah??;1;
@Ilham9722 @gibran_tweet Hah?jalan kek gtu dibilang rusak?HAHH?!?;1;
@KakekHalal Dosa apa FPI dan Risieq Shihab thd Indonesia? Brp juta hektar hutan yg mereka gunduli? brp Trilyun uang yg dikorupsi? brp juta rakyat kecewa tidak ditolong saat bencana? brp ratus ribu mayat yg ditinggalkan tidak dikubur tsunami Aceh? Brp ribu km jalan rusak krn uang dikorupsi?;0;
@KakekHalal Lihat Ganjar,\nIngat Bokep, inget banjir Semarang, inget kebohongan Jokowi si petugas partai, inget Wadas yang di lelang ke oligarki, inget jalan Pantura rusak tak terurus kebelet nyapres.\nPrestasi Ganjar apaan sih. Nih penjelasan satu Partai. https://t.co/Kfrug3pRF3;0;
@VIVAcoid Betul sekali pak JK sekali setahun unt lebaran lancar tapi unt se-hari-2 jalan rusak.;0;
@winwinniee_ @alharits19 @adriansyahyasin Masih sama, jalan rusak;0;
@sutanmangara Pertanyaan.. claim ini bertentangan dengan kenyataan masih banyak jalan daerah yg rusak dari berita2 baru2 ini....ngomong2 jalan yg dibangun SBY daerah mana ya??? Cikeas? Pacitan?;1;
@ganjarpranowo @PDI_Perjuangan Banjir dan jalan rusak di jateng sudah aman pak..?;1;
@yusuf_dumdum @bobbyinfra74 Ternyata si ganjar ada prestasi di prov jateng. tapi tidak ada dokumentasinya. yg ada hanya cerita buzzeRo.\nDokumentasi yg viral di mefsos tentang kemiskinan, banjir,  jalan rusak dan bagi2 duit.\nMungkin karena ganjar larinya kejahuan, sampai lupa dgn kondisi daerah yg dia pimpin;0;
@bung_madin Banten propinsi paling ruwet  kesehatan buruk, pendidikan minim,limbah pabrik banyak sungai -sungai kotor , kontruksi jalan rusak parah, premanisme meningkat, pungli bertebaran,;0;
Tudingan Noel ini valid. Belom lagi kasus wadas kan? Jalan provinsi yg rusak banyak gak dibener-benerin. Banjir rob yg juga gak diurus-urus. Bikin konten youtube doang utk pencitraan. Kan dagelan bener Ganjar itu.;0;
Pemerintah Anggarkan Rp14,9 Triliun Perbaiki Jalan Rusak, Partai Perindo: Bukti Kepedulian Presiden Jokowi\n\nhttps://t.co/rRjTldGg1m;1;
Pemerintah Anggarkan Rp14,9 Triliun Perbaiki Jalan Rusak, Partai Perindo: Bukti Kepedulian Presiden Jokowi\n\nhttps://t.co/PjOtF2ZcUc;1;
Ada yang lupa kalo anaknya pernah jadi bintang bokep? https://t.co/tWcHhlOYFY;0;
@NgilmuKantiLaku @kompascom KWKWKWKWKWKW  jalan ga berbayar kewenangan daerah.... Coba pikir kalo presiden uruss jalan depan rumah lu... Mau sampe kapan???? Bulan depan juga rusak lagi... Ya pasti jalan utama yang di urus.... Presiden urus secara macro bang. Coba masing2 daerah protest ke gubernur nya 🤣;0;
@TheLadyJoker @ganjarpranowo 🤣🤣🤣\n.\n.\nbokep, banjir, jalan rusak, wadas, kemiskinan ..\n.\n.\nrunyam ..\n.\nsering tik tok\nsering kelayapan ke propinsi lain\n.\n.\n.\n.\n\n.\n.\n.;0;
@txtdrbekasi @ridwankamil @KemenPU @gibran_tweet @jokowi @RadioElshinta \nBekasi kabupaten banyak jalan rusak nya, padahal pinggir Ibukota Negara;0;
Pemerintah Anggarkan Rp14,9 Triliun Perbaiki Jalan Rusak, Partai Perindo: Bukti Kepedulian Presiden Jokowi\n\nhttps://t.co/Fcdzuaymet;1;
"Itu anak dari adeknya\n.\n.\nlah ganjar, capres, ngaku doyan film bokep\n\nmalu2in bangsa &amp; negara aja\n\ncapres ngaku suka nonton film bokep, bisa rusak negara\n\nsekarang aja didaerahnya byk banjir, jalan rusak, kasus wadas, kemiskinan naik, stunting tinggi\n\njangan pilih ganjar lah\n.";0;
@Dunianyasantai @kompascom @beautydyah Jd memang paling bener pake kaki di jalan rusak pung nggak ngaruh ,, polusi apalagi zero emisi 🤭;1;
🤣🤣🤣\n.\n.\nbokep, banjir, jalan rusak, wadas, kemiskinan ..\n.\n.\nrunyam ..\n.\nsering tik tok\nsering kelayapan ke propinsi lain\n.\n.\n.\n.\n\n.\n.\n.;0;
Warga Maron Probolinggo Patungan Perbaiki Jalan Rusak Secara Swadaya https://t.co/IrH1FRe5lK;1;
Pemerintah Anggarkan Rp14,9 Triliun Perbaiki Jalan Rusak, Partai Perindo: Bukti Kepedulian Presiden Jokowi\n\nhttps://t.co/Kiv4EtEmFq;1;
"Kabar gembira bagi Jawa Tengah \nTrans Jateng (angkutan aglomerasi yg menghubungkan antar wil diJateng) akan dilaunching Agustus 2023, memiliki 60 pemberhentian &amp; 121 halte\nTrans Jateng merupakan program Gubernur Jateng @ganjarpranowo yg diluncurkan pada 2017\n\n#GanjarMenangTotal https://t.co/aKqb26SadQ";1;
"@MurtadhaOne1 @MurtadhaOne Itu anak dari adeknya\n.\n.\nlah ganjar, capres, ngaku doyan film bokep\n\nmalu2in bangsa &amp; negara aja\n\ncapres ngaku suka nonton film bokep, bisa rusak negara\n\nsekarang aja didaerahnya byk banjir, jalan rusak, kasus wadas, kemiskinan naik, stunting tinggi\n\njangan pilih ganjar lah\n.";0;
@oaseminang Lagi di jepara lihat jalan yg rusak 🤭🤭🤭;0;
@cnbcindonesia Makanya sekarang dimana2 banyak jalan rusak.;0;
"Mantan Relawan Ganjar Membuka Aib Ganjar..... sepertinya omongan Bang Noel ini Memang Benar adanya Stigma Film Porno "" akan Melekat terus di Pak Uban https://t.co/NFX78AhLvI""";0;
@txtdrbekasi Kacau emang jalan ini tuh. Udah mah rusak, gelap pula ga ada penerangan.;0;
@BhismaGanes @kompascom Jalan nontol yang rusak harusnya daerah dong... Kalo lu suruh presiden urus juga tiap hari muterin indo kyk di lampung krjan lain ga beres lah.... prioritas pasti jalan tol,pelabuhan,airport, dll biar ekonomi bisa gerak lebih cepat.... Gubernur ga kerja ga ada yang ribut kwkwkwkw;0;
@Miduk17 Jalan rusak banyak lubang di ahir masa jabatan elo banggain ??!;0;
@sosmedkeras Pemerintahnya gak pusing bangun jalan rusak;1;
@yusuf_dumdum Kalo gk ada gagasan indonesia gk akan merdeka bos kalo cuma lari lari kpn indonesia akan maju.kita kasih contoh jalan jaln pada rusak.daerahnya kenang banjir.rakyatnya cari kerjaan sulit kalo pemimpinya cuma lari lari saja gk akn bisa teratasi.beda kalo pemimpinanya punya  ide;1;
@mariposafixx kan bise terbang,nda perlu la lewat jalan rusak 🙏🏻;1;
@txtdrbekasi Orang PU kalo aktif di twitter bisa bget efisiensi budget buat survey jalan rusak wkwk;1;
@KakekHalal Liat ganjar liat petugas partai, semua diatur mak lampir, dikit2anak presiden, liat ganjar teringat e KTP, liat ganjar kasian desa Wadas, liat ganjar jateng banyak yg miskin, liat ganjar banyak remaja hamil, liat ganjar untuk nobar bokep, liat ganjar jalan rusak n banjir.;0;
@EndarTo44857464 @budimandjatmiko @jokowi Apanya yg sdh jauh lebih baik? Juah lbh baik dari mana? Pertumbuhan ekonomi hanya berkisar antara 4 - 5%, jalan nasional yg rusak mencapai 140rb KM lbh, indeks demokrasi menurun. Saya pikir anda sdh cukup bnyak belajar tentang segala hal;0;
@tanyakanrl Naik motor jatoh di jalan rusak trus sebelahku truk lewat, bannya pas bgt sebelah kepala. Udah mikir “mati dah aku skrng ini” 🥲;0;
@krishnayana95 JK dulu usulnya truk dan bus lewat laut.\nhemat ban, maintenance kaki2, jam tiba pasti (ga mampir bedeng pantura),\nODOL ga bikin jalan rusak,\nsupir kenek bisa istirahat (tidur di kapal),\ntinggal lanjut pelabuhan ke selatan 2-3 jam,\nbumn bisa bikin kapal,\nkenapa ga jadi ya;0;
@CNNIndonesia Kalau jalan rusak, berarti kita harus baik-baik jalannya  @Pak_JK;0;
Jampidsus menyebut, Bea Cukai Kemenkeu dan PT Antam terlibat korupsi komoditas emas. https://t.co/3MVcBqhfUT;0;
"@sosmedkeras Tapi tetep dijemput, aku dulu pas masih SD kalo musim hujan pasti hampir selalu dijemput ayahku biar aku ga kejebak lama di jalan yang rusak, pokoknya walau kalo ketemu langsung sering berantem gara ayahku ngerokok dan aku benci asep rokok dan sering aku usir buat ngerokok""";0;
@noire172 solar di kots gw abis buat supir truk angkut pasir, yang mana bikin jalan cepet rusak.. ngerih,udah subsidi di kurangin, ga tepat sasaran..;0;
@VIVAcoid Bukan sekedar kritik, tapi KENYATAAN yang terjadi di tengah-tengah masyarakat sekarang ini.\nRakyat menengah ke bawah disuguhi jalan rusak dan berkubang.;0;
@Jonbonjoni2 @narkosun Parahnya gubernur terbodoh sampe populer se Google, bikin rusak jalan demi makan dan ngempanin APBD ke ormas.;0;
@Hendratigerhaz1 Alon alon prosesnye lama, kite ni nak bedesut ngeng brremm, bang🙏🏻😔. Jadi opsi kedua nye lewat jalan sebelah kalo nda rusak, kalo rusak juga, ye harus dijalani alonalon. Tyda mau jalan ketiga soalnye makan waktu lagi mutar tiga kali🫠;0;
10 tahun dipimpin orang baik, dengan jargon revolusi mental, korupsi pejabat tetap jalan terus, pakai triliunan pula. \n\n yuk perbaiki jalan rusak yuuk...;0;
Ganjar Pranowo Turun Langsung Cek Jalan Rusak di Jawa Tengah\n\nALWAYS WITH YOU TAEHYUNG Bisma Yuki KAGET BANGET ricky RM IS COMING Min Yoongi jeon wonwoo Becky PARK JIHOON Dora WE LOVE YOU Ipul Tony Montana Baekhyun Malam Minggu Chanyeol https://t.co/Pzgh6WtSg4;1;
Jusuf Kalla bangga karena saat memimpin pemerintahan, bisa membangun jalan tol sehingga kalau Lebaran tidak macet lagi. \n\nDi samping itu, pria yang akrab disapa JK itu juga mengaku kecewa. Karena, menurutnya masih banyak jalanan di Tanah Air rusak.\n\nhttps://t.co/lWoUtMqluU https://t.co/1lHT9MO1Bp;1;
bagi orang-orang yang punya pengalaman gapeduli jalan rusak atau bagus, sudah menemukan jalan itu adalah hal yang menguntungkan daripada membuat jalan baru diawall;0;
Tolong lah tersangka korupsi tuh di miskinkan + suruh perbaikin jalan² rusak dengan duit sendiri sekalian buat lebih bagusnya dia juga ikut bikin jalan langsung;0;
Skrg uda nda ambek pusing sm apepun, ade jalan rusak didepan tinggal mutar lewat jalan sebelah hehee;1;
Empat Ruas Jalan Rusak di Ngawi dapat Bantuan Perbaikan dari Kementerian PUPR\n\nhttps://t.co/zyvxpZbO0J;1;
@yudiguslia @arillavarendra @Lite_incBold @deddysitorus @tvOneNews Nalar dipake, gw cuma mau bilang ketika jalan rakyat banyak yg rusak dan tidak becus memperbaiki karena anggaran tekor, duit yg dipake buat bangun Tol alihkan dulu kesitu, nilai keadilan harus didahulukan dari nilai proyek, begitu tong;0;
@JosephSumpadnor @ganjarpranowo Peduli masyarakat selain Wadas, Demak dan jg warga yg sering melintas di jalan rusak;0;
Kondisi banyaknya jalan rusak di Kab. Tasikmalaya. Apakah gelagat mau diserok?? \n\n🤣🤣🤣;0;
Pemerintah Pusat Anggarkan Rp327 Triliun untuk Perbaiki Jalan Rusak di Seluruh Daerah\nhttps://t.co/BKs0EreYue\n\nFollow di google berita : https://t.co/NfEcdo4Eje\n#beritaviral #berita #news #bangsaonline https://t.co/gf2xd9bOFw;1;
@jagajasad Iyeee jalan hidupnya gua rusak yang bilang kaya gitu makanya binggung;0;
@worksfess Tiap malam gw minum paramex spy bisa tdr. Pusing di kejar target. 1,5th berasa ga ada kehidupan lain. Gaji abis di jalan, bensin, parkir, makan, motor rusak. Mgu libur kerja jaga pameran. Msh hrs miting pagi + sore smpe tengah malam. Badan cape, mental lelah, keluarga ga ke urus;0;
Jampidsus menyebut, Bea Cukai Kemenkeu dan PT Antam terlibat korupsi komoditas emas. https://t.co/3MVcBqhfUT;0;
Ganjar Pranowo Turun Langsung Cek Jalan Rusak di Jawa Tengah\n\nColdplay Partai Keadilan Sejahtera Virgoun Enzy Gibran Mahabharata Bisma Art vs Artist Rahajeng Rahina Saraswati KAGET BANGET Palembang Inara Aldi Taher Nurut Berbuat Plusnya Diaz PARK JIHOON 20 Mei https://t.co/sNdGOCmflY;1;
@Miduk17 Lo nampol jokowi dong.. Berapa banyak jalan negara nonton tol yg dibangun sama jokowi..berapa banyak jalan negara nonton tol yg rusak.. Kalau lo punya data lo ga akan berani bacot ke gini.. Pendukung taek lo;0;
@triliuner007 @tedi_uten @tvOneNews ngasal bgt..sayuran nya banyak dr daerah2 yg jauh dr tol..lah klo jalan non tolnya pada rusak percuma juga;1;
@CNNIndonesia Di zaman, SBY JK dan SBY budi\nTidak ada rusak jalan yg layak di sumatera, \nBahkan lintas timur pun ancooorrr.;1;
@collegemenfess pemalanh sini nder wkwkk explore jalan rusak;1;
@sinyo_adhie @tvOneNews Maksud ente @sinyo_adhie jalan rusak yg dibiarkan kayak jalan daan mogot Jakarta-Tangerang? Atau jalan jalur selatan dari Banten sampai Jawa Tengah yang rusak dibiarkan?;0;
Keren ni gak ada yg adu kekayaan parkir mobil mewah🙈\n.\n.\nSc: [ bakri ] https://t.co/ADO5cr9YJI;1;
Terdapat jalan rusak dan sangat membahayakan pengguna jalan. https://t.co/znnQLPF1T2;0;
Saran gua sih ya, gubernur Lampung suruh pindah kesini aja biar ga pusing mikirin renovasi jalan rusak.;1;
@bung_madin Ini baru penampakan jalan rusak ketika musim hujan\nBerikut ini cuplikan angkernya Jalan di Parung Panjang yang dilalui truk2 galian c, bayangkan jika anda berada diposisi arah yang berlawanan dengan Truk2 ini, Berita orang terlindas truk sudah bukan lagi berita yg asing ditelinga https://t.co/F9fCLb5duf;0;
@samarchitect86 @tvOneNews Fakta banyak jalan rusak, dan butuh biaya besar, daripada ke Tol kan beresin jalan rakyat dulu, jangan fanatik sama politik boss, lu cuma dapet ampas doang;0;
@ch_chotimah2 @ganjarpranowo Daripade lari keliling RI Ninggalin tugas Jalan Rusak Parah, Demak krendam banjir dan kemiskinan trtinggi se jawa, 16 ribu Anak putus skolah, 6 Kabupaten Warganye BAB sembarangan, mending ni diurusin. Ganjar masih aktif jdi gubernur Chong, lengser dulu baru kliling;0;
@kasamago @tvOneNews Bagus lah,,jalan tol buat mobil² besar..jadi jalan desa ngga cepat rusak.;0;
@duniabulat5 @tvOneNews Memang betul kok, banyak jalan negara yang rusak yang bagus cuma jalan tol dan gak semua orang bisa lewat tol..;0;
@Miduk17 @B4ngs4t_PK1 Ini orang bacot klo ngomong... blm tau kondisi lapangan,,,,sekarang di papua hampir semua jalan rusak parah yg dulu di bangun jaman sby...;0;
@SAPAR752 @ch_chotimah2 Daripade lari keliling RI Ninggalin tugas Jalan Rusak Parah, Demak krendam banjir dan kemiskinan trtinggi se jawa, 16 ribu Anak putus skolah, 6 Kabupaten Warganye BAB sembarangan, mending ni diurusin...;0;
Jalan Rusak\nGass Langsung Perbaikan\nPemimpin di Test akan Aksi dan Tanggung Jawabnya♥️\n\nBisma Gibran KAGET BANGET Enzy Malming Art vs Artist Rinov Na PD Plusnya Berbuat Coldplay jeno Nurut https://t.co/BHAZRtWIOv;1;
"Pak kumis si penunggang badai""!\nKetika masyarakat komplain akan ketidak-becusan pemda dlm mengatasi soal jalan rusak...\nDan akhirnya masyarakat puas krn pemerintah Pusat mengambil alih...\nTiba2 org tua satu ini memanfaatkan isu tsb utk mencari panggung\nhttps://t.co/aGu2HNaIQk""";0;
@S0DAM0LEK @KompasTV kok dprd wilayah lain ga ada yg bersuara soal jalan rusak ya? 🤔;0;
JK Kritik Tol Hanya Buat Orang Kaya, Petani Tak Bisa Rasakan Jalan Bagus https://t.co/thuizweoB7;0;
@widiyanto952 @Go_Buster24 @yusuf_dumdum @ganjarpranowo @LaporGub_ Semua data kemiskinan, jalan rusak Prov Jateng dll ada di BPS;1;
"@geloraco Proyek pembangunan banyak banget trutama jalan tol yg bayar&amp;cm mobil.baru2 ini aja sidak jln propinsi.pdhl emg jalan byk yg rusak";1;
@Malizios0 @papaanabul Ada banyak jalan rusak sih di jalur kalimalang klo gak salah;0;
@ch_chotimah2 Anies: Kalau Adu Lari Keliling RI Saya Kalah, tapi Adu Gagasan Siap.\nNni kiasan, daripade lari keliling RI Ninggalin tugas Jalan Rusak Parah, Demak krendam banjir dan kemiskinan trtinggi se jawa, 16 ribu Anak putus skolah, 6 Kabupaten Warganye BAB sembarangan, mending ni diurusin;0;
"@dariuschris @kompascom Lah sdh jelas infrastruktur dasar rakyat rusak &gt;36% dan jalan gratis di Indonesia era kurang diperhatikan. Jokowi fokus bagun infrastruktur berbayar. \nTrus bangun pelabuhan dan bandara tanpa perhitungan jd sekarang mangkrak dan bebani APBN.";0;
"@YRadianto @adityawilly @NasDem @Surya_Paloh Yooo wiiisss...joging kabeh antar kota antar propinsi, sekalian menghindar pertanyaan :\nBanjir, jalan rusak, pengangguran, kemiskinan, STRESS, BAB sembarangan, putus sekolah &amp; banyak remaja hamil diluar nikah... https://t.co/dfIjeJIM1j";0;
"@samarchitect86 @tvOneNews Jalan gratis skrg rusak &gt;36% butuh dana 850T, semoga setelah jokowi keliling lihat jln rusak, jd sadar dan batalkan IKN trus bangun infrastruktur dasar yg lebih dibutuhkan rakyat drpd IKN";1;
"@kompascom Emg byk proyek jalan tol cm berbayar&amp;mobil aja lewat.kl motor jg ttp jalan desa https://t.co/3VVlJVcdtx kdng msh rusak";0;
"Orang menganggap kalau mau jalan baik hanya orang mampu yang bisa jalan baik karena dia bayar. Tapi jalan rakyat yang dijalani tiap hari oleh petani kita, oleh pedagang kecil, oleh siapapun rusak tidak diperbaiki, itu ketidakadilan untuk rakyat,"" ujar JK\n\nhttps://t.co/bNrRMRXS30""";0;
@ch_chotimah2 Fakta kog dibilang nyinyir, semua juga ngarti...\nData lengkap dimedia sosial bukan hal tabu...\nNtu koreksi, buat penguase, demi inves Tol, jalan Negare tak berbayar kga' dibangun.\nSkarang Viral jalan ditiap provinsi Rusak baru nyadar... Fakta...!!! Lu nye aje miring;0;
@ch_chotimah2 @Tieny3113 Anies: Kalau Adu Lari Keliling RI Saya Kalah, tapi Adu Gagasan Siap.\nNni kiasan, Maksudnye daripade lari keliling RI Ninggalin tugas Jalan Rusak Parah, Demak krendam banjir dan kemiskinan merajalela, 16 ribu Anak putus sekolah, 6 Kabupaten Warganye BAB sembarangan, nni diurusin;0;
@akunalterub @um_fess 🤣\nya emangg jauh, mana jalannyaa rusak parah kalo yang jalan hutan tebu itu;0;
@Mdy_Asmara1701 Tambah dong  \n1. Sumur resapan yg bikin rusak jalan.\n2. Lebih bayar\n3. Bambu parno\n4. Penggundulan monas \n5. Dp Nol tapi utk gaji diatas 14 juta\n6. Jaring kali item utk atasin banjir. \n7. \n... dlll;0;
@tvOneNews Ketika tol bayar dan dikelola dengan baik, maka untuk pemeliharaan jalan rusak sudah menjadi tanggubg jawab pihak penyelenggara jalan tol. Kan lumayan anggaran perbaikan jalan bisa digunakan untuk kebutuhan lainnya.;1;
Pemerintah sibuk bangun infrastruktur jalan berbayar, tapi lupa perbaiki dan menyediakan jalan reguler yg justru dibutuhkan rakyat kecil...\nakhir kasus Lampung dan daerah2 lainnya yg pada rusak jalannya akhirnya terkuak;0;
